"id","druh","jmeno","vaha","narozen","spotreba"
"1652","3","Mnauka","27","1942-01-08",NULL
"1653","13","Miluska","114","2006-08-30",NULL
"1654","18","Leia","31","1996-03-17",NULL
"1655","60","Arya","63","1975-11-22",NULL
"1656","26","No","118","1979-08-03",NULL
"1657","16","Sissi","147","2007-01-01",NULL
"1658","11","Agata","16","1937-03-23",NULL
"1659","25","Paule","118","1975-08-21",NULL
"1660","100","Prnda","3","2007-06-03",NULL
"1661","96","Lucy","94","1921-01-22",NULL
"1662","4","Toffife","19","1997-08-06",NULL
"1663","103","Abigail","25","1987-10-02",NULL
"1664","74","Fixa","60","1960-10-17",NULL
"1665","18","Virginie","134","1929-06-26",NULL
"1666","95","Bibuska","125","2001-08-19",NULL
"1667","39","Kulihrasek","16","1982-08-29",NULL
"1668","17","Brina","0","1971-02-21",NULL
"1669","28","Zelva","126","1970-06-21",NULL
"1670","46","Kristufek","108","2001-09-03",NULL
"1671","30","Axel","122","1959-11-06",NULL
"1672","24","Mikesek","1","1934-12-25",NULL
"1673","76","Lotka","133","1932-01-16",NULL
"1674","34","Michalka","90","1918-01-01",NULL
"1675","19","Zofre","57","2008-08-01",NULL
"1676","3","Adi","21","1925-12-02",NULL
"1677","52","Pistacie","124","1966-05-21",NULL
"1678","36","Macan","87","1995-01-28",NULL
"1679","52","Barynek","44","1987-01-09",NULL
"1680","65","Badynald","90","1964-09-19",NULL
"1681","97","Emicka","102","1973-03-06",NULL
"1682","1","Pandak","10","1938-08-29",NULL
"1683","8","Bobo","76","1958-05-06",NULL
"1684","39","Aida","67","1990-07-30",NULL
"1685","77","Zoudinka","43","1914-09-21",NULL
"1686","61","Ivuska","6","1916-07-02",NULL
"1687","56","Andelka","11","1927-02-08",NULL
"1688","60","Milagros","128","1922-10-02",NULL
"1689","56","Luna","145","1947-03-20",NULL
"1690","84","Rostak","90","2004-07-20",NULL
"1691","26","Medousek","80","1922-03-01",NULL
"1692","85","Zaklinka","78","1959-09-13",NULL
"1693","57","Cherillyn","133","1994-10-29",NULL
"1694","69","Gejsa","83","1931-11-27",NULL
"1695","54","Cica","117","1989-09-01",NULL
"1696","39","Fatima","26","1967-08-07",NULL
"1697","24","Aninka","39","2005-08-26",NULL
"1698","7","Cifla","25","1914-06-06",NULL
"1699","75","Kazimir","79","1943-09-27",NULL
"1700","81","Esk","80","1938-03-20",NULL
"1701","146","Ameli","0","1970-07-11",NULL
"1702","88","Bimbuchteno","55","2004-11-24",NULL
"1703","13","Micina","85","1923-10-11",NULL
"1704","76","Cimka","71","1918-10-24",NULL
"1705","103","Josefina","126","1911-06-28",NULL
"1706","95","Tˇamana","17","1937-09-05",NULL
"1707","66","Fida","72","1942-09-29",NULL
"1708","78","Onik","104","1937-06-03",NULL
"1709","53","Bonicek","142","1995-07-18",NULL
"1710","63","Yurasheck","49","1932-07-04",NULL
"1711","93","Arthur","37","1938-07-07",NULL
"1712","37","Rony","94","1983-10-24",NULL
"1713","27","Nikol","106","1966-05-23",NULL
"1714","76","Luna","93","1943-04-08",NULL
"1715","87","Cira","73","1931-12-03",NULL
"1716","103","Zanda","139","1966-06-24",NULL
"1717","29","Xsara","123","1925-07-07",NULL
"1718","26","Shely","21","1990-09-30",NULL
"1719","9","Adous","1","1940-02-24",NULL
"1720","84","Felice","131","1965-02-03",NULL
"1721","15","Skritek","43","1919-12-03",NULL
"1722","31","Cvanca","34","1966-12-08",NULL
"1723","53","Diddlinka","149","1911-10-15",NULL
"1724","63","Priscilka","6","1972-10-04",NULL
"1725","81","Diesel","148","1943-05-28",NULL
"1726","13","Murinka","108","1935-05-30",NULL
"1727","77","Tina","29","2009-07-04",NULL
"1728","38","Xio","70","1956-05-05",NULL
"1729","41","Suri","40","1963-10-15",NULL
"1730","86","Hektor","64","1964-09-29",NULL
"1731","12","Popelka","64","1969-02-05",NULL
"1732","92","Bleska","83","1914-01-24",NULL
"1733","96","Smily","121","1951-08-28",NULL
"1734","78","Dijka","85","1952-11-17",NULL
"1735","8","Zizina","150","1998-03-10",NULL
"1736","47","Kuba","28","1973-04-11",NULL
"1737","48","Veronika,Verca","111","2008-06-29",NULL
"1738","75","Tamaira","129","1911-08-04",NULL
"1739","20","Dildo","93","1921-01-08",NULL
"1740","78","Justynka","77","2007-01-05",NULL
"1741","99","Katulka","44","1987-01-11",NULL
"1742","45","Pindruse","131","1950-11-05",NULL
"1743","83","Felinae","109","1929-10-23",NULL
"1744","46","Nany","134","1937-04-16",NULL
"1745","9","Tician","150","1933-10-03",NULL
"1746","53","Sigi","3","1971-09-05",NULL
"1747","32","Kaku","113","1919-12-30",NULL
"1748","51","Zula","0","1947-07-20",NULL
"1749","83","Chaoska","31","1914-07-28",NULL
"1750","71","Edousek","34","1918-11-21",NULL
"1751","96","Fobos","25","1913-06-25",NULL
"1752","82","Cicak","127","1925-07-03",NULL
"1753","18","Romi","98","1923-10-21",NULL
"1754","79","Sweety","147","1957-04-12",NULL
"1755","98","Milacek","38","1977-10-18",NULL
"1756","83","Cecil","91","1953-12-13",NULL
"1757","30","Qado","98","1925-02-10",NULL
"1758","91","Belous","53","1978-05-28",NULL
"1759","26","Adelka","133","1927-07-23",NULL
"1760","53","Bonifac","111","1943-04-09",NULL
"1761","55","Noriska","3","1944-05-28",NULL
"1762","50","Kometa","128","1954-12-20",NULL
"1763","14","Daidalos","87","2004-05-13",NULL
"1764","59","Bonnetti","145","1945-11-17",NULL
"1765","8","Talitha","49","1952-11-24",NULL
"1766","50","Fifik","41","1941-09-07",NULL
"1767","101","Tim","91","1960-05-24",NULL
"1768","67","Ajsa","114","1943-11-01",NULL
"1769","1","Julie","7","1922-08-21",NULL
"1770","98","Alfons","128","1922-06-16",NULL
"1771","61","Jepi","40","1981-01-16",NULL
"1772","86","Sally","141","1926-10-23",NULL
"1773","3","Mazlik","19","1979-07-14",NULL
"1774","61","Mellichar","96","1932-03-16",NULL
"1775","13","Guru","7","1959-01-13",NULL
"1776","89","Yamira","108","1935-05-10",NULL
"1777","32","Mau-Mau","142","1988-05-11",NULL
"1778","71","Moncicak","68","1924-09-08",NULL
"1779","3","Agata","13","1946-12-25",NULL
"1780","14","Ejka","136","1949-09-01",NULL
"1781","56","Cailey","71","1996-02-26",NULL
"1782","37","Balik","93","1994-08-26",NULL
"1783","10","Arley","1","1973-08-11",NULL
"1784","25","Fin","85","1994-10-04",NULL
"1785","48","Solange","29","1919-12-11",NULL
"1786","39","Tatiana","45","1925-12-20",NULL
"1787","37","Max","87","1984-10-12",NULL
"1788","97","Zlatonka","43","2008-11-17",NULL
"1789","29","Doncicak","29","1978-12-11",NULL
"1790","74","Frantik","71","1930-10-30",NULL
"1791","73","Ciko","42","2005-12-06",NULL
"1792","103","Paris,Parid","84","1952-03-18",NULL
"1793","54","Bethoven","50","2005-11-12",NULL
"1794","3","Sesyl","41","1987-08-29",NULL
"1795","66","Marianek","31","1957-06-10",NULL
"1796","8","Jiska","123","1938-12-28",NULL
"1797","57","Betyna","46","1959-04-20",NULL
"1798","90","Lojzik","28","1968-05-08",NULL
"1799","6","Cap","74","2000-08-02",NULL
"1800","33","Aneza","99","1960-10-06",NULL
"1801","91","Jo","39","1942-11-01",NULL
"1802","87","Hagrid","65","1968-07-19",NULL
"1803","26","Tulinka","117","2003-01-22",NULL
"1804","34","Tulisek","142","1946-07-09",NULL
"1805","45","Robi","150","1964-02-19",NULL
"1806","41","Offelie","7","1991-11-03",NULL
"1807","22","Moninka","5","1929-09-05",NULL
"1808","81","Charlos/Kaja/","34","1987-06-30",NULL
"1809","54","Cita","113","1963-05-31",NULL
"1810","80","Cirte","55","1991-03-30",NULL
"1811","79","Cicka","112","1954-11-13",NULL
"1812","18","Abadon","87","1963-04-13",NULL
"1813","54","Tapa","9","1940-08-18",NULL
"1814","101","Mucinka","145","1923-12-21",NULL
"1815","46","Osmalda","7","1938-09-26",NULL
"1816","43","Sabina","70","1958-07-01",NULL
"1817","23","Miska","136","1991-02-12",NULL
"1818","49","Sedrik","31","1994-12-28",NULL
"1819","58","Anakunda","58","1912-05-25",NULL
"1820","37","Kotouch","63","1939-07-25",NULL
"1821","12","Albi","82","1975-06-12",NULL
"1822","16","Zenevie","35","1973-06-11",NULL
"1823","28","Pan Fousek","97","1951-08-10",NULL
"1824","48","Nasta","0","1974-05-14",NULL
"1825","43","Sali","148","1983-12-07",NULL
"1826","88","Kleopatra","123","2007-04-15",NULL
"1827","9","Lucinka","10","1947-07-10",NULL
"1828","70","Zizka","136","1956-06-14",NULL
"1829","81","Barca","97","1950-06-02",NULL
"1830","40","Muffle","82","1945-06-26",NULL
"1831","89","Tamarinek","42","1938-11-30",NULL
"1832","3","Tigis","98","1994-10-15",NULL
"1833","69","Acana","45","1924-04-01",NULL
"1834","41","Maja","21","1999-06-04",NULL
"1835","81","Trinity-Tita","29","1987-04-28",NULL
"1836","89","Sheaned","133","1953-03-02",NULL
"1837","8","Forde","80","1992-07-24",NULL
"1838","44","Kryspin","57","1914-03-02",NULL
"1839","1","Aliget","9","2007-09-15",NULL
"1840","74","Silk","145","1985-01-19",NULL
"1841","34","Danny","1","1938-11-18",NULL
"1842","22","Forman","37","1975-11-06",NULL
"1843","50","Jasminka","5","1977-07-02",NULL
"1844","82","Sesinka","73","1948-10-11",NULL
"1845","31","Jan","5","1922-01-20",NULL
"1846","66","Regina","63","2004-08-19",NULL
"1847","80","Nancy","58","1993-12-12",NULL
"1848","55","Filda","146","1918-08-26",NULL
"1849","41","Aurelie","134","1973-12-14",NULL
"1850","34","Toy","86","1954-10-15",NULL
"1851","35","Estrella","115","1988-09-29",NULL
"1852","57","Blejzee","60","1968-04-05",NULL
"1853","32","Undatra","38","1937-10-24",NULL
"1854","70","Luissa","84","1998-12-25",NULL
"1855","89","Snehova vlocka","50","1992-05-02",NULL
"1856","97","Hi Lenny","149","2005-07-26",NULL
"1857","79","Derinka","65","1965-09-25",NULL
"1858","11","Knoflicek","28","1996-07-20",NULL
"1859","11","Chicco","21","2000-06-13",NULL
"1860","69","Quennell","36","2001-06-05",NULL
"1861","9","Kytabus","103","1942-08-01",NULL
"1862","85","Anko","140","1997-04-03",NULL
"1863","21","Nikita","108","1995-05-27",NULL
"1864","71","Marketa","61","1952-02-28",NULL
"1865","62","Kiku","121","1959-03-03",NULL
"1866","66","Taina","83","1954-03-15",NULL
"1867","33","Mandy","117","2004-02-27",NULL
"1868","44","Kolli","46","1925-03-29",NULL
"1869","60","Karolinka","62","1976-04-11",NULL
"1870","38","Zoe","148","1968-07-15",NULL
"1871","66","Monika","63","1976-08-10",NULL
"1872","101","Diesel","33","1992-04-07",NULL
"1873","104","Dilinka","15","1946-05-25",NULL
"1874","12","Lani","133","1939-10-09",NULL
"1875","30","Nikos","99","1948-06-01",NULL
"1876","98","Cumicka","31","1937-08-10",NULL
"1877","54","Stodolka","149","1931-07-18",NULL
"1878","42","Bobule","7","1981-07-24",NULL
"1879","27","Gucci","39","2002-01-23",NULL
"1880","77","Kety","131","1954-07-09",NULL
"1881","57","Ksyny","27","1929-02-04",NULL
"1882","12","Rima","110","1944-08-03",NULL
"1883","94","Mia","25","1998-05-29",NULL
"1884","59","Andelicka","23","1999-04-01",NULL
"1885","8","Muro","11","1963-10-29",NULL
"1886","2","Mrnus","119","1932-01-17",NULL
"1887","50","Edynka","17","2009-06-16",NULL
"1888","58","Lucina","40","1988-02-03",NULL
"1889","6","Anita","125","1974-10-28",NULL
"1890","94","Packa","124","1972-08-03",NULL
"1891","6","Pavlik","28","2001-03-24",NULL
"1892","61","Ninuska","67","1951-03-31",NULL
"1893","28","Shawny","19","1993-04-03",NULL
"1894","100","Fanynka","105","1923-05-28",NULL
"1895","36","Nugget","59","1951-11-17",NULL
"1896","96","Bast","27","1977-12-31",NULL
"1897","102","BumbbleBee","14","1949-04-07",NULL
"1898","65","Lusinka","28","1996-11-27",NULL
"1899","60","Xonik","49","1951-09-15",NULL
"1900","74","Maura","53","1982-07-02",NULL
"1901","44","Tamara","24","1968-03-09",NULL
"1902","9","Netty","8","1982-03-08",NULL
"1903","52","Cijo-Can","85","1947-04-10",NULL
"1904","16","Quick","48","1974-05-21",NULL
"1905","59","Surfer","144","1945-01-04",NULL
"1906","55","Lizetka","66","1964-08-01",NULL
"1907","15","Baterka","19","1976-09-13",NULL
"1908","81","Lup","21","1926-07-24",NULL
"1909","19","Sunday","113","1991-04-25",NULL
"1910","104","Mura","102","1939-11-04",NULL
"1911","65","Etinka","90","1961-11-10",NULL
"1912","57","Carol","46","2004-08-12",NULL
"1913","64","Tara","124","1974-05-12",NULL
"1914","62","Britany","8","1998-09-27",NULL
"1915","41","Mourek","107","1933-06-28",NULL
"1916","94","Pegy","30","2007-10-09",NULL
"1917","96","Courek","56","1979-06-06",NULL
"1918","76","Alenka","41","1962-07-31",NULL
"1919","102","Beruska","150","1911-05-10",NULL
"1920","16","Sulejka","87","1957-08-27",NULL
"1921","9","Tlapka","22","1969-02-09",NULL
"1922","93","Kocicka","18","1983-04-24",NULL
"1923","73","Neha","143","1972-01-13",NULL
"1924","22","Jessi","58","1998-12-30",NULL
"1925","39","Cinda","15","1919-11-08",NULL
"1926","33","Bobinka","127","1912-10-18",NULL
"1927","13","Wilda","133","1919-03-14",NULL
"1928","5","Preclik","130","1994-04-09",NULL
"1929","65","Shaka","65","2002-09-16",NULL
"1930","65","Domik","23","1971-08-24",NULL
"1931","3","Plasa","134","1934-09-30",NULL
"1932","67","Maya","91","1999-07-03",NULL
"1933","52","Róza","97","2004-02-19",NULL
"1934","58","Scarlett","102","1989-01-31",NULL
"1935","64","Dracice","3","1943-09-30",NULL
"1936","88","Krystof","139","1988-01-30",NULL
"1937","47","Madagaskar","81","1924-02-16",NULL
"1938","89","Amarela","45","1945-01-05",NULL
"1939","72","Ocka","117","1941-07-07",NULL
"1940","71","BuBu,Bubunka","45","1961-04-16",NULL
"1941","63","Nita","43","1944-09-17",NULL
"1942","51","Aneta","67","1950-05-09",NULL
"1943","50","Pepinka","19","1958-06-19",NULL
"1944","97","Sawyer","34","1930-02-04",NULL
"1945","14","Pani Norissova","129","1963-10-06",NULL
"1946","66","Mysicka","116","1939-04-29",NULL
"1947","20","Servac","148","1994-01-08",NULL
"1948","23","Keri","144","1941-02-02",NULL
"1949","18","Jeniffer","5","1938-01-31",NULL
"1950","16","Jen","19","1951-10-18",NULL
"1951","41","Aiko","36","1985-07-29",NULL
"1952","98","Bubu","29","1987-05-21",NULL
"1953","10","Bujón","10","1990-12-05",NULL
"1954","78","Ajinka","103","1955-04-19",NULL
"1955","47","Irena","145","1992-05-21",NULL
"1956","4","Minda","65","1984-12-06",NULL
"1957","77","Selly","37","2010-03-31",NULL
"1958","41","Met","126","1937-05-31",NULL
"1959","75","Sinda","135","1966-11-06",NULL
"1960","36","Emik","61","1962-11-29",NULL
"1961","102","SANCI","106","1998-08-30",NULL
"1962","100","Sabrina","21","1971-07-28",NULL
"1963","91","Fred","80","1998-07-12",NULL
"1964","98","Certik","5","1966-10-28",NULL
"1965","62","Quido","107","2001-03-19",NULL
"1966","46","Marjanka","118","1994-06-27",NULL
"1967","25","Mejkpisova","119","1957-08-15",NULL
"1968","81","Nina","8","1915-04-19",NULL
"1969","5","Pikac","116","1944-05-02",NULL
"1970","96","Bajka","63","1986-07-02",NULL
"1971","77","Fiso","143","1962-05-22",NULL
"1972","72","Denis","40","1993-03-16",NULL
"1973","85","Agapy","22","1941-10-01",NULL
"1974","95","Sminda","55","1991-09-26",NULL
"1975","73","Hurvinek","43","1970-04-23",NULL
"1976","62","Jenis","71","1917-03-04",NULL
"1977","93","Tobbinka","38","1937-07-20",NULL
"1978","15","Jooly","0","1925-01-20",NULL
"1979","99","Dzuli","57","2001-04-21",NULL
"1980","10","Cikinka","42","1968-04-21",NULL
"1981","78","Nimitz","46","1974-04-09",NULL
"1982","47","Corny","25","2007-04-16",NULL
"1983","21","Micinka","126","1928-08-09",NULL
"1984","40","Neninka","11","1931-09-05",NULL
"1985","43","Ximi","149","1987-05-03",NULL
"1986","27","Lalinka","129","2004-07-10",NULL
"1987","17","Afar","117","1949-07-05",NULL
"1988","82","Maci cici","101","1996-08-02",NULL
"1989","48","Rainbow","116","1971-04-09",NULL
"1990","52","Lambisko","7","2007-05-13",NULL
"1991","76","Kiny","61","1985-11-20",NULL
"1992","16","Tasa","88","1970-02-06",NULL
"1993","43","Pam","6","2007-08-07",NULL
"1994","54","Alsan","76","1990-07-28",NULL
"1995","25","Bambulka","104","1992-10-21",NULL
"1996","63","Daisy","143","2007-02-23",NULL
"1997","84","Sony","115","1972-03-21",NULL
"1998","53","Yes","38","1924-04-22",NULL
"1999","52","Felisa","70","1945-07-31",NULL
"2000","12","Mrna","23","1965-09-14",NULL
"2001","102","Hermina","90","1954-08-04",NULL
"2002","82","Dina","106","1964-08-06",NULL
"2003","85","Whisky","37","1974-01-17",NULL
"2004","16","Sarinka","70","1965-04-04",NULL
"2005","42","Dudu","47","1992-11-30",NULL
"2006","23","Nataly","135","1931-09-04",NULL
"2007","50","Mada","54","1942-03-31",NULL
"2008","14","Berysek","92","1952-12-06",NULL
"2009","42","Linda","55","2000-09-02",NULL
"2010","71","Cekira","18","2007-06-11",NULL
"2011","33","Zuran","139","2002-02-13",NULL
"2012","97","Fabiana","36","1998-12-31",NULL
"2013","10","Sarabi","52","1951-06-15",NULL
"2014","88","Cernoocka","136","1948-12-11",NULL
"2015","55","Walis","133","1953-02-13",NULL
"2016","102","Cokina","26","1933-08-05",NULL
"2017","67","Minnie","110","1997-04-20",NULL
"2018","95","Aisha","19","1996-08-02",NULL
"2019","63","Willow","4","1957-12-14",NULL
"2020","100","Rezinka","13","1984-08-02",NULL
"2021","26","Vanocka","123","1963-12-20",NULL
"2022","87","Anna","39","1928-10-29",NULL
"2023","39","Tinky","123","1966-12-06",NULL
"2024","83","Murino","87","1958-12-20",NULL
"2025","96","Kvetik","0","1982-10-21",NULL
"2026","27","Julinka","15","1978-01-09",NULL
"2027","87","Snoopy","95","1952-06-06",NULL
"2028","60","Angelika","111","1964-09-30",NULL
"2029","66","Kitty","120","2007-04-17",NULL
"2030","8","Naggi","47","1957-03-10",NULL
"2031","90","Baffi","74","2000-09-02",NULL
"2032","52","Gwendy","85","1968-08-27",NULL
"2033","24","Koulon","52","1982-01-12",NULL
"2034","98","Businka","80","1967-01-07",NULL
"2035","69","Diana","150","1999-08-26",NULL
"2036","63","Loie","129","1964-03-09",NULL
"2037","81","Palfy","96","1958-08-24",NULL
"2038","20","Dilinka","75","1963-06-03",NULL
"2039","57","Lili","36","1955-12-28",NULL
"2040","78","Rocky","49","1978-06-11",NULL
"2041","83","Alvinka","66","1987-01-24",NULL
"2042","75","Mourecek","54","1936-10-15",NULL
"2043","103","Konicek","71","1911-06-13",NULL
"2044","101","Casiopeya","147","2009-06-25",NULL
"2045","99","Diggy","21","1976-01-30",NULL
"2046","34","Daja","57","1940-09-15",NULL
"2047","39","Akira","141","1989-12-28",NULL
"2048","43","Natalie","117","1938-09-11",NULL
"2049","4","Abarek","6","1964-03-18",NULL
"2050","4","Lumpy","10","1915-10-07",NULL
"2051","46","Glum","118","1974-10-23",NULL
"2052","85","Pajdinka","39","1963-08-16",NULL
"2053","92","Daphne","76","1934-07-12",NULL
"2054","30","Andzelka","21","1970-06-19",NULL
"2055","68","Dina","55","1959-07-11",NULL
"2056","76","Julie","116","1974-12-28",NULL
"2057","16","Leon","123","1937-04-13",NULL
"2058","55","Dede","53","1946-01-10",NULL
"2059","82","Belmonda","9","2007-01-14",NULL
"2060","40","Nyny","9","1938-02-27",NULL
"2061","14","Polly","92","1932-04-16",NULL
"2062","15","Quincy","117","1935-09-23",NULL
"2063","29","Elfik","121","1918-07-01",NULL
"2064","94","Beda","31","2000-01-01",NULL
"2065","90","Magda","52","1981-06-14",NULL
"2066","74","Milota","78","1970-01-03",NULL
"2067","33","Zizinka","121","1968-06-03",NULL
"2068","83","Granulinka","115","1994-11-04",NULL
"2069","68","Bojca","34","1931-10-27",NULL
"2070","82","Inka","83","1989-03-17",NULL
"2071","3","Mafia","50","1965-07-17",NULL
"2072","29","Monty","141","1996-10-03",NULL
"2073","76","Monka","9","1976-01-17",NULL
"2074","91","Anny","150","1952-09-13",NULL
"2075","22","Leon","138","1950-02-19",NULL
"2076","10","Ninuska","1","1929-04-26",NULL
"2077","62","Cersa","54","2010-11-14",NULL
"2078","21","Hervik","54","2003-05-04",NULL
"2079","82","Uhlik","94","1946-11-25",NULL
"2080","88","Raymondek","49","1913-03-02",NULL
"2081","23","Bacilka","53","1987-09-28",NULL
"2082","76","Malenka","137","1962-02-25",NULL
"2083","38","Natalka","15","1984-03-17",NULL
"2084","26","Terry","125","2001-07-05",NULL
"2085","61","Dana","71","1965-09-17",NULL
"2086","43","Ruzenka","54","1912-10-16",NULL
"2087","51","Pussy","88","1955-06-09",NULL
"2088","80","Rosalinda","30","1953-09-18",NULL
"2089","99","Aurelia","70","1986-11-27",NULL
"2090","36","Andula","6","1940-05-17",NULL
"2091","19","Mysikiti","34","1977-10-04",NULL
"2092","6","Jarmilka","117","2004-06-20",NULL
"2093","48","Elfa","20","2003-12-21",NULL
"2094","98","Samuel","148","1995-04-08",NULL
"2095","34","Zuzu","64","2001-03-01",NULL
"2096","92","Klea","146","1982-10-30",NULL
"2097","46","Berta","100","1999-05-29",NULL
"2098","31","Cumak","121","1989-06-19",NULL
"2099","34","Iris","148","1959-10-28",NULL
"2100","68","Randisek","117","1967-05-24",NULL
"2101","68","Mili","114","1998-05-05",NULL
"2102","12","Rubik","1","2004-06-05",NULL
"2103","79","Asla","73","1937-11-29",NULL
"2104","103","Ozembouch","44","1964-11-20",NULL
"2105","72","Mramorka","49","1947-07-05",NULL
"2106","37","Mattysek","28","1931-08-21",NULL
"2107","19","Kira","22","1930-06-04",NULL
"2108","65","Viana","11","1993-11-15",NULL
"2109","67","Jouzefina","93","1967-01-19",NULL
"2110","5","Micka","82","1968-05-28",NULL
"2111","62","Massimo","137","1977-08-12",NULL
"2112","99","Kakabus","105","1997-09-06",NULL
"2113","16","Stella","120","1970-06-21",NULL
"2114","80","Xixi","138","1943-12-14",NULL
"2115","93","Bubble","143","1949-02-12",NULL
"2116","48","Petruska","133","1950-06-20",NULL
"2117","17","Boruvka","82","1919-10-27",NULL
"2118","73","Aiwena","140","2010-04-22",NULL
"2119","21","Filik","23","2007-02-10",NULL
"2120","95","Tami","95","1993-06-17",NULL
"2121","9","Molly","29","1934-10-17",NULL
"2122","59","Sylvya","47","1956-03-11",NULL
"2123","83","Alysska","104","1965-05-27",NULL
"2124","67","Walda","81","1947-04-07",NULL
"2125","99","Miu","97","1928-11-12",NULL
"2126","14","Mysak","79","1939-03-17",NULL
"2127","84","Klarka","44","1972-03-06",NULL
"2128","57","Jackie","1","1984-03-09",NULL
"2129","89","Lotys","142","1915-03-11",NULL
"2130","76","Meda","57","1985-12-08",NULL
"2131","47","Nikinkira","144","1925-02-27",NULL
"2132","46","Slim","148","1930-08-06",NULL
"2133","11","Alice","126","1966-04-02",NULL
"2134","10","Cikoslav","34","2002-04-15",NULL
"2135","96","Celestina","93","1949-07-18",NULL
"2136","102","Tobi","124","1981-07-30",NULL
"2137","47","Canky","35","1970-01-18",NULL
"2138","20","Bebe","101","1994-04-07",NULL
"2139","68","Ella","89","2002-01-31",NULL
"2140","73","Zuzi","86","1938-06-04",NULL
"2141","34","Annie","17","1974-06-25",NULL
"2142","39","Macinka","60","1993-12-11",NULL
"2143","94","Dulisek","28","1961-03-04",NULL
"2144","27","Norri","134","1986-09-18",NULL
"2145","123","Aty","0","1938-12-10",NULL
"2146","16","Tana","30","1997-03-03",NULL
"2147","34","Uhlinka","25","2005-11-27",NULL
"2148","98","Cmout","83","2004-12-07",NULL
"2149","33","Rosi","99","1917-09-29",NULL
"2150","4","Charley","44","1936-06-18",NULL
"2151","51","Bonaqua","24","1943-12-02",NULL
"2152","18","Fleky","30","1998-12-16",NULL
"2153","22","Cendy","21","1925-12-24",NULL
"2154","103","Dulinka","93","1921-08-26",NULL
"2155","37","Cikulda","98","1919-01-27",NULL
"2156","5","Nikita","33","1967-01-29",NULL
"2157","15","Hoky","44","1967-01-23",NULL
"2158","103","Casanddrra","116","1996-10-24",NULL
"2159","4","Tobias","144","1923-11-14",NULL
"2160","19","Carli","51","1939-06-06",NULL
"2161","96","Akaisha","71","1940-05-12",NULL
"2162","54","Oski","84","1972-04-14",NULL
"2163","7","Emily","58","2003-02-24",NULL
"2164","54","Gordon","83","1935-10-05",NULL
"2165","70","Kafourek","35","1983-12-26",NULL
"2166","82","Myska","101","1927-08-13",NULL
"2167","11","Estella","105","1996-08-21",NULL
"2168","78","Stazicka","125","1941-05-27",NULL
"2169","18","Agnes","130","1979-09-14",NULL
"2170","104","Sisa","117","1989-03-15",NULL
"2171","48","Lusy","145","1917-09-14",NULL
"2172","138","Ally","0","1983-06-15",NULL
"2173","94","Majdanek","109","2005-02-16",NULL
"2174","72","Gladys","117","1938-03-03",NULL
"2175","84","Borik","42","1938-01-24",NULL
"2176","4","Tereza","98","1986-06-25",NULL
"2177","27","Babu","132","1985-03-12",NULL
"2178","104","Zoltana","55","2003-04-06",NULL
"2179","72","Sasa","88","2001-08-21",NULL
"2180","80","Anabel","150","2009-02-18",NULL
"2181","69","Liza","138","2003-07-28",NULL
"2182","90","Engina","50","2005-04-12",NULL
"2183","78","Kulicka","143","1952-06-28",NULL
"2184","23","Winnie","117","1935-04-20",NULL
"2185","15","Isis","55","1981-09-15",NULL
"2186","14","Bea","129","1991-07-12",NULL
"2187","52","Bugi","120","2001-05-02",NULL
"2188","83","Ninus","86","1968-11-22",NULL
"2189","60","Alis","4","1929-03-23",NULL
"2190","47","Mimy","52","1954-02-19",NULL
"2191","55","Fik","99","1993-09-25",NULL
"2192","61","Cikinka","132","1969-02-23",NULL
"2193","22","Amalka","22","2005-04-21",NULL
"2194","62","Coky","65","1981-12-17",NULL
"2195","75","Johanka","59","1956-08-23",NULL
"2196","101","Vrcila","82","1952-02-05",NULL
"2197","15","Mina","8","1927-04-14",NULL
"2198","101","Civik","32","1994-10-27",NULL
"2199","121","Majka","0","2003-02-15",NULL
"2200","10","Beny","146","1998-01-31",NULL
"2201","74","Muninka","131","1991-10-08",NULL
"2202","76","Vance","91","1927-05-28",NULL
"2203","83","Ariana","140","1950-05-02",NULL
"2204","67","Cert","88","2006-03-12",NULL
"2205","58","Camanda","120","1968-12-02",NULL
"2206","98","Jepy","111","1962-09-12",NULL
"2207","103","Dudus","8","1947-07-25",NULL
"2208","88","Kucina","85","1938-06-22",NULL
"2209","93","Mitsubishi","7","1986-05-05",NULL
"2210","7","Derick","22","2005-03-09",NULL
"2211","79","Halinka","52","1955-10-17",NULL
"2212","94","Zanetka","74","1926-01-30",NULL
"2213","49","Buklicka","32","1925-09-15",NULL
"2214","8","Kuna","25","1913-01-14",NULL
"2215","43","Fergie","43","2002-10-07",NULL
"2216","3","Kocena","130","1911-09-23",NULL
"2217","6","Vendula","13","1912-11-16",NULL
"2218","3","Aron","31","1943-12-19",NULL
"2219","82","Rossy","106","1944-01-03",NULL
"2220","28","Minka","97","1998-10-19",NULL
"2221","73","Ficek","103","1929-01-12",NULL
"2222","104","Quina","141","1911-05-19",NULL
"2223","104","Mindous","134","1958-06-26",NULL
"2224","78","Nanna","147","1969-01-29",NULL
"2225","93","Sazinka","68","1984-10-10",NULL
"2226","9","Brendy","22","1953-06-11",NULL
"2227","25","Selma","28","2001-07-30",NULL
"2228","20","Hilda","11","1936-07-08",NULL
"2229","27","Amrak","50","1966-06-25",NULL
"2230","74","Arthemis","15","1937-09-29",NULL
"2231","11","Beris","51","1973-11-12",NULL
